Fecha,Temporada,Equipo1,Equipo2,Goles1,Goles2
8/09/1979,1979-1980,Betis,Rayo Vallecano,1,2
8/09/1979,1979-1980,Español,AD Almería,5,2
8/09/1979,1979-1980,Sporting de Gijón,Sevilla,2,1
8/09/1979,1979-1980,Real Sociedad,Las Palmas,1,0
9/09/1979,1979-1980,Burgos,CD Málaga,1,0
9/09/1979,1979-1980,Hércules,Atlético de Madrid,2,3
9/09/1979,1979-1980,Real Madrid,Valencia,3,1
9/09/1979,1979-1980,Salamanca,Athletic Club,2,1
9/09/1979,1979-1980,Zaragoza,Barcelona,2,2
15/09/1979,1979-1980,Athletic Club,Real Sociedad,0,1
15/09/1979,1979-1980,Atlético de Madrid,Sporting de Gijón,1,3
15/09/1979,1979-1980,Barcelona,Betis,5,0
15/09/1979,1979-1980,Las Palmas,Hércules,2,1
15/09/1979,1979-1980,CD Málaga,Español,1,2
15/09/1979,1979-1980,Valencia,Salamanca,2,2
16/09/1979,1979-1980,AD Almería,Zaragoza,1,0
16/09/1979,1979-1980,Rayo Vallecano,Real Madrid,1,2
16/09/1979,1979-1980,Sevilla,Burgos,6,1
22/09/1979,1979-1980,Español,Zaragoza,2,0
23/09/1979,1979-1980,Betis,AD Almería,0,0
23/09/1979,1979-1980,Burgos,Atlético de Madrid,1,1
23/09/1979,1979-1980,Sporting de Gijón,Las Palmas,4,1
23/09/1979,1979-1980,Hércules,Athletic Club,2,1
23/09/1979,1979-1980,CD Málaga,Sevilla,2,1
23/09/1979,1979-1980,Real Sociedad,Valencia,0,0
23/09/1979,1979-1980,Real Madrid,Barcelona,3,2
23/09/1979,1979-1980,Salamanca,Rayo Vallecano,3,0
29/09/1979,1979-1980,Atlético de Madrid,CD Málaga,0,0
29/09/1979,1979-1980,Las Palmas,Burgos,2,1
29/09/1979,1979-1980,Valencia,Hércules,0,0
30/09/1979,1979-1980,AD Almería,Real Madrid,1,1
30/09/1979,1979-1980,Athletic Club,Sporting de Gijón,2,3
30/09/1979,1979-1980,Barcelona,Salamanca,0,0
30/09/1979,1979-1980,Rayo Vallecano,Real Sociedad,1,1
30/09/1979,1979-1980,Sevilla,Español,2,1
30/09/1979,1979-1980,Zaragoza,Betis,5,1
14/10/1979,1979-1980,Burgos,Athletic Club,1,1
14/10/1979,1979-1980,Español,Betis,0,0
14/10/1979,1979-1980,Sporting de Gijón,Valencia,4,2
14/10/1979,1979-1980,Hércules,Rayo Vallecano,2,2
14/10/1979,1979-1980,CD Málaga,Las Palmas,1,0
14/10/1979,1979-1980,Real Sociedad,Barcelona,4,3
14/10/1979,1979-1980,Real Madrid,Zaragoza,3,2
14/10/1979,1979-1980,Salamanca,AD Almería,2,1
14/10/1979,1979-1980,Sevilla,Atlético de Madrid,2,2
20/10/1979,1979-1980,Barcelona,Hércules,2,0
20/10/1979,1979-1980,Las Palmas,Sevilla,2,0
20/10/1979,1979-1980,Valencia,Burgos,3,1
21/10/1979,1979-1980,AD Almería,Real Sociedad,0,0
21/10/1979,1979-1980,Athletic Club,CD Málaga,3,1
21/10/1979,1979-1980,Atlético de Madrid,Español,1,1
21/10/1979,1979-1980,Betis,Real Madrid,2,3
21/10/1979,1979-1980,Rayo Vallecano,Sporting de Gijón,1,2
21/10/1979,1979-1980,Zaragoza,Salamanca,1,2
28/10/1979,1979-1980,Atlético de Madrid,Las Palmas,0,0
28/10/1979,1979-1980,Burgos,Rayo Vallecano,1,1
28/10/1979,1979-1980,Español,Real Madrid,0,0
28/10/1979,1979-1980,Sporting de Gijón,Barcelona,4,1
28/10/1979,1979-1980,Hércules,AD Almería,4,0
28/10/1979,1979-1980,CD Málaga,Valencia,2,1
28/10/1979,1979-1980,Real Sociedad,Zaragoza,2,1
28/10/1979,1979-1980,Salamanca,Betis,3,0
28/10/1979,1979-1980,Sevilla,Athletic Club,3,1
3/11/1979,1979-1980,Barcelona,Burgos,1,0
3/11/1979,1979-1980,Las Palmas,Español,1,0
3/11/1979,1979-1980,Real Madrid,Salamanca,2,0
4/11/1979,1979-1980,AD Almería,Sporting de Gijón,0,0
4/11/1979,1979-1980,Athletic Club,Atlético de Madrid,2,1
4/11/1979,1979-1980,Betis,Real Sociedad,1,1
4/11/1979,1979-1980,Rayo Vallecano,CD Málaga,5,1
4/11/1979,1979-1980,Valencia,Sevilla,2,1
4/11/1979,1979-1980,Zaragoza,Hércules,1,0
10/11/1979,1979-1980,Las Palmas,Athletic Club,1,1
11/11/1979,1979-1980,Atlético de Madrid,Valencia,0,1
11/11/1979,1979-1980,Burgos,AD Almería,2,1
11/11/1979,1979-1980,Español,Salamanca,1,1
11/11/1979,1979-1980,Sporting de Gijón,Zaragoza,1,4
11/11/1979,1979-1980,Hércules,Betis,1,1
11/11/1979,1979-1980,CD Málaga,Barcelona,0,0
11/11/1979,1979-1980,Real Sociedad,Real Madrid,4,0
11/11/1979,1979-1980,Sevilla,Rayo Vallecano,1,1
18/11/1979,1979-1980,AD Almería,CD Málaga,3,2
18/11/1979,1979-1980,Athletic Club,Español,2,0
18/11/1979,1979-1980,Barcelona,Sevilla,0,0
18/11/1979,1979-1980,Betis,Sporting de Gijón,1,0
18/11/1979,1979-1980,Rayo Vallecano,Atlético de Madrid,4,1
18/11/1979,1979-1980,Real Madrid,Hércules,5,0
18/11/1979,1979-1980,Salamanca,Real Sociedad,0,1
18/11/1979,1979-1980,Valencia,Las Palmas,4,0
18/11/1979,1979-1980,Zaragoza,Burgos,5,0
25/11/1979,1979-1980,Athletic Club,Valencia,4,0
25/11/1979,1979-1980,Atlético de Madrid,Barcelona,2,1
25/11/1979,1979-1980,Burgos,Betis,1,1
25/11/1979,1979-1980,Español,Real Sociedad,1,2
25/11/1979,1979-1980,Sporting de Gijón,Real Madrid,1,1
25/11/1979,1979-1980,Hércules,Salamanca,4,0
25/11/1979,1979-1980,Las Palmas,Rayo Vallecano,3,0
25/11/1979,1979-1980,CD Málaga,Zaragoza,1,1
25/11/1979,1979-1980,Sevilla,AD Almería,3,1
2/12/1979,1979-1980,AD Almería,Atlético de Madrid,2,1
2/12/1979,1979-1980,Barcelona,Las Palmas,1,0
2/12/1979,1979-1980,Betis,CD Málaga,2,1
2/12/1979,1979-1980,Real Sociedad,Hércules,1,1
2/12/1979,1979-1980,Rayo Vallecano,Athletic Club,2,1
2/12/1979,1979-1980,Real Madrid,Burgos,2,1
2/12/1979,1979-1980,Salamanca,Sporting de Gijón,0,1
2/12/1979,1979-1980,Valencia,Español,5,1
2/12/1979,1979-1980,Zaragoza,Sevilla,1,0
15/12/1979,1979-1980,Las Palmas,AD Almería,3,2
16/12/1979,1979-1980,Athletic Club,Barcelona,2,1
16/12/1979,1979-1980,Atlético de Madrid,Zaragoza,3,0
16/12/1979,1979-1980,Burgos,Salamanca,2,0
16/12/1979,1979-1980,Español,Hércules,0,0
16/12/1979,1979-1980,Sporting de Gijón,Real Sociedad,0,1
16/12/1979,1979-1980,CD Málaga,Real Madrid,1,4
16/12/1979,1979-1980,Sevilla,Betis,2,1
16/12/1979,1979-1980,Valencia,Rayo Vallecano,2,1
30/12/1979,1979-1980,AD Almería,Athletic Club,4,2
30/12/1979,1979-1980,Barcelona,Valencia,2,1
30/12/1979,1979-1980,Betis,Atlético de Madrid,0,0
30/12/1979,1979-1980,Hércules,Sporting de Gijón,1,1
30/12/1979,1979-1980,Real Sociedad,Burgos,2,2
30/12/1979,1979-1980,Rayo Vallecano,Español,2,2
30/12/1979,1979-1980,Real Madrid,Sevilla,2,0
30/12/1979,1979-1980,Salamanca,CD Málaga,3,0
30/12/1979,1979-1980,Zaragoza,Las Palmas,4,0
6/01/1980,1979-1980,Athletic Club,Zaragoza,3,1
6/01/1980,1979-1980,Atlético de Madrid,Real Madrid,1,1
6/01/1980,1979-1980,Burgos,Hércules,1,1
6/01/1980,1979-1980,Español,Sporting de Gijón,1,0
6/01/1980,1979-1980,Las Palmas,Betis,1,0
6/01/1980,1979-1980,CD Málaga,Real Sociedad,0,0
6/01/1980,1979-1980,Rayo Vallecano,Barcelona,0,0
6/01/1980,1979-1980,Sevilla,Salamanca,2,0
6/01/1980,1979-1980,Valencia,AD Almería,1,1
13/01/1980,1979-1980,AD Almería,Rayo Vallecano,3,3
13/01/1980,1979-1980,Betis,Athletic Club,0,0
13/01/1980,1979-1980,Español,Barcelona,2,0
13/01/1980,1979-1980,Sporting de Gijón,Burgos,2,0
13/01/1980,1979-1980,Hércules,CD Málaga,1,0
13/01/1980,1979-1980,Real Sociedad,Sevilla,2,0
13/01/1980,1979-1980,Real Madrid,Las Palmas,3,1
13/01/1980,1979-1980,Salamanca,Atlético de Madrid,1,1
13/01/1980,1979-1980,Zaragoza,Valencia,1,1
20/01/1980,1979-1980,Athletic Club,Real Madrid,3,0
20/01/1980,1979-1980,Atlético de Madrid,Real Sociedad,1,1
20/01/1980,1979-1980,Barcelona,AD Almería,2,0
20/01/1980,1979-1980,Burgos,Español,0,0
20/01/1980,1979-1980,Las Palmas,Salamanca,1,0
20/01/1980,1979-1980,CD Málaga,Sporting de Gijón,0,3
20/01/1980,1979-1980,Rayo Vallecano,Zaragoza,0,1
20/01/1980,1979-1980,Sevilla,Hércules,2,1
20/01/1980,1979-1980,Valencia,Betis,2,2
26/01/1980,1979-1980,Sevilla,Sporting de Gijón,1,0
27/01/1980,1979-1980,AD Almería,Español,1,1
27/01/1980,1979-1980,Athletic Club,Salamanca,2,0
27/01/1980,1979-1980,Atlético de Madrid,Hércules,2,1
27/01/1980,1979-1980,Barcelona,Zaragoza,2,0
27/01/1980,1979-1980,Las Palmas,Real Sociedad,2,2
27/01/1980,1979-1980,CD Málaga,Burgos,3,1
27/01/1980,1979-1980,Rayo Vallecano,Betis,0,1
27/01/1980,1979-1980,Valencia,Real Madrid,2,0
3/02/1980,1979-1980,Betis,Barcelona,2,1
3/02/1980,1979-1980,Burgos,Sevilla,1,0
3/02/1980,1979-1980,Español,CD Málaga,1,1
3/02/1980,1979-1980,Sporting de Gijón,Atlético de Madrid,0,0
3/02/1980,1979-1980,Hércules,Las Palmas,1,0
3/02/1980,1979-1980,Real Sociedad,Athletic Club,4,0
3/02/1980,1979-1980,Real Madrid,Rayo Vallecano,7,0
3/02/1980,1979-1980,Salamanca,Valencia,1,1
3/02/1980,1979-1980,Zaragoza,AD Almería,0,0
10/02/1980,1979-1980,AD Almería,Betis,1,1
10/02/1980,1979-1980,Athletic Club,Hércules,2,1
10/02/1980,1979-1980,Atlético de Madrid,Burgos,1,0
10/02/1980,1979-1980,Barcelona,Real Madrid,0,2
10/02/1980,1979-1980,Las Palmas,Sporting de Gijón,4,2
10/02/1980,1979-1980,Rayo Vallecano,Salamanca,1,2
10/02/1980,1979-1980,Sevilla,CD Málaga,3,1
10/02/1980,1979-1980,Valencia,Real Sociedad,0,0
10/02/1980,1979-1980,Zaragoza,Español,1,1
17/02/1980,1979-1980,Betis,Zaragoza,1,0
17/02/1980,1979-1980,Burgos,Las Palmas,2,2
17/02/1980,1979-1980,Español,Sevilla,1,0
17/02/1980,1979-1980,Sporting de Gijón,Athletic Club,2,0
17/02/1980,1979-1980,Hércules,Valencia,1,1
17/02/1980,1979-1980,CD Málaga,Atlético de Madrid,1,0
17/02/1980,1979-1980,Real Sociedad,Rayo Vallecano,4,0
17/02/1980,1979-1980,Real Madrid,AD Almería,4,1
17/02/1980,1979-1980,Salamanca,Barcelona,1,1
23/02/1980,1979-1980,Barcelona,Real Sociedad,0,0
23/02/1980,1979-1980,Betis,Español,2,0
24/02/1980,1979-1980,AD Almería,Salamanca,2,0
24/02/1980,1979-1980,Athletic Club,Burgos,1,0
24/02/1980,1979-1980,Atlético de Madrid,Sevilla,3,2
24/02/1980,1979-1980,Las Palmas,CD Málaga,1,1
24/02/1980,1979-1980,Rayo Vallecano,Hércules,2,1
24/02/1980,1979-1980,Valencia,Sporting de Gijón,3,1
24/02/1980,1979-1980,Zaragoza,Real Madrid,0,1
1/03/1980,1979-1980,Real Madrid,Betis,1,1
2/03/1980,1979-1980,Burgos,Valencia,1,1
2/03/1980,1979-1980,Español,Atlético de Madrid,0,1
2/03/1980,1979-1980,Sporting de Gijón,Rayo Vallecano,1,0
2/03/1980,1979-1980,Hércules,Barcelona,1,1
2/03/1980,1979-1980,CD Málaga,Athletic Club,1,0
2/03/1980,1979-1980,Real Sociedad,AD Almería,1,0
2/03/1980,1979-1980,Salamanca,Zaragoza,0,1
2/03/1980,1979-1980,Sevilla,Las Palmas,0,1
8/03/1980,1979-1980,Athletic Club,Sevilla,4,3
8/03/1980,1979-1980,Betis,Salamanca,2,0
8/03/1980,1979-1980,Las Palmas,Atlético de Madrid,4,2
9/03/1980,1979-1980,AD Almería,Hércules,2,0
9/03/1980,1979-1980,Barcelona,Sporting de Gijón,0,0
9/03/1980,1979-1980,Rayo Vallecano,Burgos,5,2
9/03/1980,1979-1980,Real Madrid,Español,2,0
9/03/1980,1979-1980,Valencia,CD Málaga,3,1
9/03/1980,1979-1980,Zaragoza,Real Sociedad,0,2
16/03/1980,1979-1980,Atlético de Madrid,Athletic Club,0,1
16/03/1980,1979-1980,Burgos,Barcelona,0,0
16/03/1980,1979-1980,Español,Las Palmas,0,1
16/03/1980,1979-1980,Sporting de Gijón,AD Almería,1,0
16/03/1980,1979-1980,Hércules,Zaragoza,3,1
16/03/1980,1979-1980,CD Málaga,Rayo Vallecano,1,3
16/03/1980,1979-1980,Real Sociedad,Betis,0,0
16/03/1980,1979-1980,Salamanca,Real Madrid,1,1
16/03/1980,1979-1980,Sevilla,Valencia,2,1
23/03/1980,1979-1980,AD Almería,Burgos,2,0
23/03/1980,1979-1980,Athletic Club,Las Palmas,3,0
23/03/1980,1979-1980,Barcelona,CD Málaga,3,0
23/03/1980,1979-1980,Betis,Hércules,2,0
23/03/1980,1979-1980,Rayo Vallecano,Sevilla,1,1
23/03/1980,1979-1980,Real Madrid,Real Sociedad,2,2
23/03/1980,1979-1980,Salamanca,Español,2,0
23/03/1980,1979-1980,Valencia,Atlético de Madrid,2,1
23/03/1980,1979-1980,Zaragoza,Sporting de Gijón,1,0
29/03/1980,1979-1980,Sporting de Gijón,Betis,3,1
29/03/1980,1979-1980,Las Palmas,Valencia,2,1
30/03/1980,1979-1980,Atlético de Madrid,Rayo Vallecano,2,1
30/03/1980,1979-1980,Burgos,Zaragoza,0,1
30/03/1980,1979-1980,Español,Athletic Club,0,0
30/03/1980,1979-1980,Hércules,Real Madrid,0,0
30/03/1980,1979-1980,Real Sociedad,Salamanca,1,0
30/03/1980,1979-1980,Sevilla,Barcelona,3,1
5/04/1980,1979-1980,Real Madrid,Sporting de Gijón,1,0
5/04/1980,1979-1980,Valencia,Athletic Club,2,0
6/04/1980,1979-1980,AD Almería,Sevilla,2,2
6/04/1980,1979-1980,Barcelona,Atlético de Madrid,1,0
6/04/1980,1979-1980,Betis,Burgos,3,1
6/04/1980,1979-1980,Real Sociedad,Español,1,0
6/04/1980,1979-1980,Rayo Vallecano,Las Palmas,1,0
6/04/1980,1979-1980,Salamanca,Hércules,2,1
6/04/1980,1979-1980,Zaragoza,CD Málaga,3,1
12/04/1980,1979-1980,Las Palmas,Barcelona,0,1
13/04/1980,1979-1980,Athletic Club,Rayo Vallecano,4,1
13/04/1980,1979-1980,Atlético de Madrid,AD Almería,4,1
13/04/1980,1979-1980,Burgos,Real Madrid,1,2
13/04/1980,1979-1980,Español,Valencia,1,1
13/04/1980,1979-1980,Sporting de Gijón,Salamanca,0,0
13/04/1980,1979-1980,Hércules,Real Sociedad,0,0
13/04/1980,1979-1980,CD Málaga,Betis,1,0
13/04/1980,1979-1980,Sevilla,Zaragoza,2,1
19/04/1980,1979-1980,Real Madrid,CD Málaga,2,1
20/04/1980,1979-1980,AD Almería,Las Palmas,3,0
20/04/1980,1979-1980,Barcelona,Athletic Club,1,0
20/04/1980,1979-1980,Betis,Sevilla,4,0
20/04/1980,1979-1980,Hércules,Español,0,1
20/04/1980,1979-1980,Real Sociedad,Sporting de Gijón,4,1
20/04/1980,1979-1980,Rayo Vallecano,Valencia,1,0
20/04/1980,1979-1980,Salamanca,Burgos,1,3
20/04/1980,1979-1980,Zaragoza,Atlético de Madrid,0,0
26/04/1980,1979-1980,Sporting de Gijón,Hércules,0,0
26/04/1980,1979-1980,Las Palmas,Zaragoza,0,0
27/04/1980,1979-1980,Athletic Club,AD Almería,3,0
27/04/1980,1979-1980,Atlético de Madrid,Betis,3,1
27/04/1980,1979-1980,Burgos,Real Sociedad,1,3
27/04/1980,1979-1980,Español,Rayo Vallecano,1,0
27/04/1980,1979-1980,CD Málaga,Salamanca,0,3
27/04/1980,1979-1980,Sevilla,Real Madrid,1,1
27/04/1980,1979-1980,Valencia,Barcelona,1,1
4/05/1980,1979-1980,AD Almería,Valencia,1,0
4/05/1980,1979-1980,Barcelona,Rayo Vallecano,2,1
4/05/1980,1979-1980,Betis,Las Palmas,3,0
4/05/1980,1979-1980,Sporting de Gijón,Español,2,0
4/05/1980,1979-1980,Hércules,Burgos,3,0
4/05/1980,1979-1980,Real Sociedad,CD Málaga,3,1
4/05/1980,1979-1980,Real Madrid,Atlético de Madrid,4,0
4/05/1980,1979-1980,Salamanca,Sevilla,2,1
4/05/1980,1979-1980,Zaragoza,Athletic Club,1,0
10/05/1980,1979-1980,Valencia,Zaragoza,3,0
11/05/1980,1979-1980,Athletic Club,Betis,2,2
11/05/1980,1979-1980,Atlético de Madrid,Salamanca,0,1
11/05/1980,1979-1980,Barcelona,Español,3,1
11/05/1980,1979-1980,Burgos,Sporting de Gijón,0,3
11/05/1980,1979-1980,Las Palmas,Real Madrid,1,2
11/05/1980,1979-1980,CD Málaga,Hércules,0,2
11/05/1980,1979-1980,Rayo Vallecano,AD Almería,1,2
11/05/1980,1979-1980,Sevilla,Real Sociedad,2,1
6/09/1980,1980-1981,Español,Hércules,2,1
6/09/1980,1980-1981,Sporting de Gijón,Betis,2,0
6/09/1980,1980-1981,Sevilla,Salamanca,1,0
6/09/1980,1980-1981,Valencia,Real Sociedad,3,2
7/09/1980,1980-1981,AD Almería,Real Madrid,1,2
7/09/1980,1980-1981,Athletic Club,Zaragoza,0,1
7/09/1980,1980-1981,Atlético de Madrid,Valladolid,5,2
7/09/1980,1980-1981,Murcia,Barcelona,1,2
7/09/1980,1980-1981,Osasuna,Las Palmas,1,0
13/09/1980,1980-1981,Barcelona,Español,3,1
13/09/1980,1980-1981,Las Palmas,Atlético de Madrid,1,1
13/09/1980,1980-1981,Real Sociedad,Osasuna,2,1
13/09/1980,1980-1981,Salamanca,Murcia,0,3
13/09/1980,1980-1981,Valencia,Betis,3,1
14/09/1980,1980-1981,Hércules,Sporting de Gijón,1,1
14/09/1980,1980-1981,Real Madrid,Athletic Club,7,1
14/09/1980,1980-1981,Valladolid,AD Almería,0,0
14/09/1980,1980-1981,Zaragoza,Sevilla,2,0
20/09/1980,1980-1981,Español,Salamanca,2,1
21/09/1980,1980-1981,Athletic Club,Valladolid,4,1
21/09/1980,1980-1981,Atlético de Madrid,AD Almería,2,1
21/09/1980,1980-1981,Sporting de Gijón,Barcelona,2,1
21/09/1980,1980-1981,Las Palmas,Real Sociedad,0,3
21/09/1980,1980-1981,Murcia,Zaragoza,0,1
21/09/1980,1980-1981,Osasuna,Betis,1,2
21/09/1980,1980-1981,Sevilla,Real Madrid,2,0
21/09/1980,1980-1981,Valencia,Hércules,0,2
27/09/1980,1980-1981,Barcelona,Valencia,0,3
27/09/1980,1980-1981,Real Sociedad,Atlético de Madrid,2,2
28/09/1980,1980-1981,AD Almería,Athletic Club,1,1
28/09/1980,1980-1981,Betis,Las Palmas,4,1
28/09/1980,1980-1981,Hércules,Osasuna,0,0
28/09/1980,1980-1981,Real Madrid,Murcia,4,0
28/09/1980,1980-1981,Salamanca,Sporting de Gijón,2,2
28/09/1980,1980-1981,Valladolid,Sevilla,2,3
28/09/1980,1980-1981,Zaragoza,Español,2,1
4/10/1980,1980-1981,Las Palmas,Hércules,1,1
5/10/1980,1980-1981,Atlético de Madrid,Athletic Club,2,1
5/10/1980,1980-1981,Español,Real Madrid,2,1
5/10/1980,1980-1981,Sporting de Gijón,Zaragoza,1,1
5/10/1980,1980-1981,Murcia,Valladolid,0,0
5/10/1980,1980-1981,Osasuna,Barcelona,1,0
5/10/1980,1980-1981,Real Sociedad,Betis,2,2
5/10/1980,1980-1981,Sevilla,AD Almería,1,0
5/10/1980,1980-1981,Valencia,Salamanca,3,0
11/10/1980,1980-1981,Athletic Club,Sevilla,3,0
12/10/1980,1980-1981,AD Almería,Murcia,0,0
12/10/1980,1980-1981,Barcelona,Las Palmas,1,0
12/10/1980,1980-1981,Betis,Atlético de Madrid,0,1
12/10/1980,1980-1981,Hércules,Real Sociedad,2,0
12/10/1980,1980-1981,Real Madrid,Sporting de Gijón,1,0
12/10/1980,1980-1981,Salamanca,Osasuna,1,2
12/10/1980,1980-1981,Valladolid,Español,3,1
12/10/1980,1980-1981,Zaragoza,Valencia,1,1
18/10/1980,1980-1981,Las Palmas,Salamanca,1,1
18/10/1980,1980-1981,Valencia,Real Madrid,2,1
19/10/1980,1980-1981,Atlético de Madrid,Sevilla,2,0
19/10/1980,1980-1981,Betis,Hércules,2,0
19/10/1980,1980-1981,Español,AD Almería,1,0
19/10/1980,1980-1981,Sporting de Gijón,Valladolid,4,1
19/10/1980,1980-1981,Murcia,Athletic Club,5,4
19/10/1980,1980-1981,Osasuna,Zaragoza,1,0
19/10/1980,1980-1981,Real Sociedad,Barcelona,2,0
26/10/1980,1980-1981,AD Almería,Sporting de Gijón,1,1
26/10/1980,1980-1981,Athletic Club,Español,1,2
26/10/1980,1980-1981,Barcelona,Betis,1,3
26/10/1980,1980-1981,Hércules,Atlético de Madrid,1,2
26/10/1980,1980-1981,Real Madrid,Osasuna,3,1
26/10/1980,1980-1981,Salamanca,Real Sociedad,0,2
26/10/1980,1980-1981,Sevilla,Murcia,1,0
26/10/1980,1980-1981,Valladolid,Valencia,2,0
26/10/1980,1980-1981,Zaragoza,Las Palmas,2,3
1/11/1980,1980-1981,Las Palmas,Real Madrid,1,0
1/11/1980,1980-1981,Real Sociedad,Zaragoza,1,0
1/11/1980,1980-1981,Valencia,AD Almería,3,1
2/11/1980,1980-1981,Atlético de Madrid,Murcia,2,1
2/11/1980,1980-1981,Betis,Salamanca,5,0
2/11/1980,1980-1981,Español,Sevilla,2,2
2/11/1980,1980-1981,Sporting de Gijón,Athletic Club,1,1
2/11/1980,1980-1981,Hércules,Barcelona,0,1
2/11/1980,1980-1981,Osasuna,Valladolid,2,0
9/11/1980,1980-1981,AD Almería,Osasuna,1,1
9/11/1980,1980-1981,Athletic Club,Valencia,4,0
9/11/1980,1980-1981,Barcelona,Atlético de Madrid,4,2
9/11/1980,1980-1981,Murcia,Español,1,1
9/11/1980,1980-1981,Real Madrid,Real Sociedad,1,0
9/11/1980,1980-1981,Salamanca,Hércules,0,1
9/11/1980,1980-1981,Sevilla,Sporting de Gijón,3,2
9/11/1980,1980-1981,Valladolid,Las Palmas,3,1
9/11/1980,1980-1981,Zaragoza,Betis,2,0
15/11/1980,1980-1981,Las Palmas,AD Almería,3,0
16/11/1980,1980-1981,Atlético de Madrid,Español,1,0
16/11/1980,1980-1981,Barcelona,Salamanca,3,0
16/11/1980,1980-1981,Betis,Real Madrid,1,1
16/11/1980,1980-1981,Sporting de Gijón,Murcia,2,0
16/11/1980,1980-1981,Hércules,Zaragoza,1,1
16/11/1980,1980-1981,Osasuna,Athletic Club,2,0
16/11/1980,1980-1981,Real Sociedad,Valladolid,1,0
16/11/1980,1980-1981,Valencia,Sevilla,2,0
23/11/1980,1980-1981,AD Almería,Real Sociedad,3,2
23/11/1980,1980-1981,Athletic Club,Las Palmas,1,3
23/11/1980,1980-1981,Español,Sporting de Gijón,1,0
23/11/1980,1980-1981,Murcia,Valencia,0,2
23/11/1980,1980-1981,Real Madrid,Hércules,3,0
23/11/1980,1980-1981,Salamanca,Atlético de Madrid,1,1
23/11/1980,1980-1981,Sevilla,Osasuna,1,0
23/11/1980,1980-1981,Valladolid,Betis,2,1
23/11/1980,1980-1981,Zaragoza,Barcelona,1,2
29/11/1980,1980-1981,Las Palmas,Sevilla,1,2
30/11/1980,1980-1981,Atlético de Madrid,Sporting de Gijón,0,0
30/11/1980,1980-1981,Barcelona,Real Madrid,2,1
30/11/1980,1980-1981,Betis,AD Almería,2,0
30/11/1980,1980-1981,Hércules,Valladolid,1,1
30/11/1980,1980-1981,Real Sociedad,Athletic Club,4,1
30/11/1980,1980-1981,Salamanca,Zaragoza,3,1
30/11/1980,1980-1981,Valencia,Español,3,1
17/12/1980,1980-1981,Osasuna,Murcia,3,1
7/12/1980,1980-1981,AD Almería,Hércules,0,3
7/12/1980,1980-1981,Athletic Club,Betis,2,0
7/12/1980,1980-1981,Español,Osasuna,0,0
7/12/1980,1980-1981,Sporting de Gijón,Valencia,0,0
7/12/1980,1980-1981,Murcia,Las Palmas,1,2
7/12/1980,1980-1981,Real Madrid,Salamanca,2,0
7/12/1980,1980-1981,Sevilla,Real Sociedad,0,0
7/12/1980,1980-1981,Valladolid,Barcelona,1,1
7/12/1980,1980-1981,Zaragoza,Atlético de Madrid,0,1
13/12/1980,1980-1981,Barcelona,AD Almería,6,0
13/12/1980,1980-1981,Las Palmas,Español,2,0
14/12/1980,1980-1981,Atlético de Madrid,Valencia,3,1
14/12/1980,1980-1981,Betis,Sevilla,2,0
14/12/1980,1980-1981,Hércules,Athletic Club,1,2
14/12/1980,1980-1981,Osasuna,Sporting de Gijón,3,0
14/12/1980,1980-1981,Real Sociedad,Murcia,1,0
14/12/1980,1980-1981,Salamanca,Valladolid,2,1
14/12/1980,1980-1981,Zaragoza,Real Madrid,0,0
21/12/1980,1980-1981,AD Almería,Salamanca,3,2
21/12/1980,1980-1981,Athletic Club,Barcelona,4,1
21/12/1980,1980-1981,Atlético de Madrid,Real Madrid,3,1
21/12/1980,1980-1981,Español,Real Sociedad,0,0
21/12/1980,1980-1981,Sporting de Gijón,Las Palmas,2,1
21/12/1980,1980-1981,Murcia,Betis,2,0
21/12/1980,1980-1981,Sevilla,Hércules,0,0
21/12/1980,1980-1981,Valencia,Osasuna,4,1
21/12/1980,1980-1981,Valladolid,Zaragoza,1,1
27/12/1980,1980-1981,Las Palmas,Valencia,1,4
28/12/1980,1980-1981,Barcelona,Sevilla,3,1
28/12/1980,1980-1981,Betis,Español,1,2
28/12/1980,1980-1981,Hércules,Murcia,1,0
28/12/1980,1980-1981,Osasuna,Atlético de Madrid,0,0
28/12/1980,1980-1981,Real Sociedad,Sporting de Gijón,1,2
28/12/1980,1980-1981,Real Madrid,Valladolid,1,1
28/12/1980,1980-1981,Salamanca,Athletic Club,3,2
28/12/1980,1980-1981,Zaragoza,AD Almería,1,0
3/01/1981,1980-1981,Las Palmas,Osasuna,2,0
4/01/1981,1980-1981,Barcelona,Murcia,1,0
4/01/1981,1980-1981,Betis,Sporting de Gijón,2,0
4/01/1981,1980-1981,Hércules,Español,2,0
4/01/1981,1980-1981,Real Sociedad,Valencia,2,1
4/01/1981,1980-1981,Real Madrid,AD Almería,4,0
4/01/1981,1980-1981,Salamanca,Sevilla,0,0
4/01/1981,1980-1981,Valladolid,Atlético de Madrid,0,2
4/01/1981,1980-1981,Zaragoza,Athletic Club,2,3
11/01/1981,1980-1981,AD Almería,Valladolid,1,1
11/01/1981,1980-1981,Athletic Club,Real Madrid,1,1
11/01/1981,1980-1981,Atlético de Madrid,Las Palmas,2,2
11/01/1981,1980-1981,Betis,Valencia,1,1
11/01/1981,1980-1981,Español,Barcelona,1,0
11/01/1981,1980-1981,Sporting de Gijón,Hércules,3,1
11/01/1981,1980-1981,Murcia,Salamanca,1,1
